顺位,用时,开始时间,牌普,一号玩家,一位得点,二号玩家,二位得点,三号玩家,三位得点,四号玩家,四位得点
4位,45,2023-10-29 10:39:00,http://tenhou.net/0/?log=2023102911gm-00a9-0000-e399c45a,RB10,51.5,Pbotking,9.3,！ぼたもち！,-22.1,秘打白鳥の湖,-38.7
4位,41,2023-10-29 13:37:00,http://tenhou.net/0/?log=2023102914gm-00a9-0000-1f8c4ada,あおまめ,49.5,マーボウ,8.3,侍,-16.1,！ぼたもち！,-41.7
4位,37,2023-10-29 22:14:00,http://tenhou.net/0/?log=2023102923gm-00a9-0000-54877193,！ぼたもち！,54.1,鳳東のみけにゃん,6.4,yurimog,-24.1,kuzun,-36.4
4位,38,2023-10-31 23:57:00,http://tenhou.net/0/?log=2023110100gm-00a9-0000-41e386ad,RealX,51.0,miwaku@,13.7,SilverDF,-16.3,！ぼたもち！,-48.4
4位,15,2023-11-03 18:56:00,http://tenhou.net/0/?log=2023110319gm-00a9-0000-5381bfa2,oliver,56.2,しらすＡ,13.3,北西の雀鬼,-19.3,！ぼたもち！,-50.2
4位,24,2023-11-03 19:48:00,http://tenhou.net/0/?log=2023110320gm-00a9-0000-f6f7ab4e,MudFlow,47.8,デラコッコ,9.4,とろろそば,-21.1,！ぼたもち！,-36.1
4位,38,2023-11-03 20:27:00,http://tenhou.net/0/?log=2023110321gm-00a9-0000-172be922,メルシン,59.4,！ぼたもち！,9.5,ノオチャベス,-29.4,kurono59,-39.5
4位,30,2023-11-04 13:25:00,http://tenhou.net/0/?log=2023110414gm-00a9-0000-a21677ee,！ぼたもち！,45.2,たか。,7.9,ナナハ,-16.0,じたっく,-37.1
4位,29,2023-11-04 14:31:00,http://tenhou.net/0/?log=2023110415gm-00a9-0000-8eb154d4,XKXTLP,55.6,！ぼたもち！,11.9,てりうむ,-14.9,たか。,-52.6
4位,24,2023-11-04 15:36:00,http://tenhou.net/0/?log=2023110416gm-00a9-0000-dede03fd,下級国民,51.4,！ぼたもち！,12.8,びりびり☆ビリー,-9.6,凍魚凍魚,-54.6
4位,25,2023-11-04 21:44:00,http://tenhou.net/0/?log=2023110422gm-00a9-0000-a6ba9378,タマネギ,41.0,！ぼたもち！,6.6,とろろそば,-18.0,滝本ひふみ！,-29.6
4位,19,2023-11-04 22:10:00,http://tenhou.net/0/?log=2023110423gm-00a9-0000-852dd648,！ぼたもち！,93.1,滝本ひふみ！,-10.4,川端涼太,-31.2,NYT,-51.5
4位,36,2023-11-04 23:18:00,http://tenhou.net/0/?log=2023110500gm-00a9-0000-c83f3110,katerina,59.1,九紋龍史進,6.4,！ぼたもち！,-25.6,ロンごとき,-39.9
4位,27,2023-11-05 15:53:00,http://tenhou.net/0/?log=2023110516gm-00a9-0000-37b1ace3,toitoi4,66.6,！ぼたもち！,2.5,桐崎千棘,-27.4,風縫,-41.7
4位,25,2023-11-07 00:25:00,http://tenhou.net/0/?log=2023110701gm-00a9-0000-afa4286f,katerina,50.3,！ぼたもち！,10.4,清風北,-10.5,mato0603,-50.2
4位,26,2023-11-10 11:20:00,http://tenhou.net/0/?log=2023111012gm-00a9-0000-ed5eefc0,根元から吹っ飛ぶ,64.3,てんくう,1.5,！ぼたもち！,-24.9,挑戦者！,-40.9
4位,18,2023-11-10 14:31:00,http://tenhou.net/0/?log=2023111015gm-00a9-0000-f950864e,牌流状態麻雀,53.6,渡天藍,0.3,renji83,-20.4,！ぼたもち！,-33.5
4位,32,2023-11-10 14:53:00,http://tenhou.net/0/?log=2023111015gm-00a9-0000-00481636,ふみKUN,59.3,！ぼたもち！,25.8,やすまつ,-27.4,午前の緑茶,-57.7
4位,22,2023-11-10 15:42:00,http://tenhou.net/0/?log=2023111016gm-00a9-0000-9e30b8ec,麻倉葉,46.9,！ぼたもち！,16.5,生徒会【序】,-11.2,新月闇音,-52.2
4位,28,2023-11-10 16:26:00,http://tenhou.net/0/?log=2023111017gm-00a9-0000-a7c3358a,1Pたそ,44.0,五十六,6.1,悔いタン,-17.3,！ぼたもち！,-32.8
4位,42,2023-11-10 17:23:00,http://tenhou.net/0/?log=2023111018gm-00a9-0000-b0074187,！ぼたもち！,49.5,ひたぎ,5.5,ksky0603,-16.0,SynapSeQ,-39.0
4位,17,2023-11-14 00:07:00,http://tenhou.net/0/?log=2023111401gm-00a9-0000-f315163f,いっちー11,63.9,！ぼたもち！,11.0,いちひかり,-17.7,アニサキすけ,-57.2
4位,21,2023-11-15 11:07:00,http://tenhou.net/0/?log=2023111512gm-00a9-0000-f9f6b07b,PES,49.5,pan0907,4.3,！ぼたもち！,-16.0,take-you,-37.8
4位,22,2023-11-15 20:59:00,http://tenhou.net/0/?log=2023111521gm-00a9-0000-d13b7a4a,！ぼたもち！,52.9,スカポン,5.2,しれっと陳腐,-19.2,ちくわ君,-38.9
4位,29,2023-11-16 18:28:00,http://tenhou.net/0/?log=2023111619gm-00a9-0000-eb0de09a,BBです。,48.0,ダーソノ,16.9,sandiris,-12.8,！ぼたもち！,-52.1
4位,19,2023-11-19 08:05:00,http://tenhou.net/0/?log=2023111909gm-00a9-0000-20ebbdbd,天使奈々菜,43.7,晨昏對峙,3.2,！ぼたもち！,-17.9,英国売却,-29.0
4位,24,2023-11-19 08:29:00,http://tenhou.net/0/?log=2023111909gm-00a9-0000-69d8fa67,覚醒したとまと,65.0,生徒会【序】,9.3,晨昏對峙,-17.4,！ぼたもち！,-56.9
4位,20,2023-11-21 20:20:00,http://tenhou.net/0/?log=2023112121gm-00a9-0000-1bb88734,きゃーろん,57.5,！ぼたもち！,12.8,しらすＡ,-9.4,おたまる,-60.9
4位,37,2023-11-22 17:02:00,http://tenhou.net/0/?log=2023112218gm-00a9-0000-e1d22a4c,ちゃんひきぞう,47.8,県民関東,9.9,養分丸,-18.7,！ぼたもち！,-39.0
4位,28,2023-12-01 15:07:00,http://tenhou.net/0/?log=2023120116gm-00a9-0000-0f485e8b,心流,51.4,どんたゃん,20.6,！ぼたもち！,-22.6,落日,-49.4
4位,33,2023-12-01 16:15:00,http://tenhou.net/0/?log=2023120117gm-00a9-0000-37c46373,手羽先（塩）,41.2,ぼんぼん,6.0,！ぼたもち！,-14.6,take-you,-32.6
4位,33,2023-12-01 17:14:00,http://tenhou.net/0/?log=2023120118gm-00a9-0000-911d5451,†小木曽雪菜†,48.7,！ぼたもち！,14.1,侍,-26.3,ちくわ君,-36.5
4位,37,2023-12-03 07:08:00,http://tenhou.net/0/?log=2023120308gm-00a9-0000-ff64a343,Kitamura,56.9,うけながしません,7.1,新月闇音,-23.2,！ぼたもち！,-40.8
4位,29,2023-12-05 20:39:00,http://tenhou.net/0/?log=2023120521gm-00a9-0000-5c98f7d5,gokuaku,47.7,幸運の獅子,5.7,宮保鶏肉,-18.5,！ぼたもち！,-34.9
4位,22,2023-12-07 20:07:00,http://tenhou.net/0/?log=2023120721gm-00a9-0000-1096eb2d,高橋良太,44.8,コキンちゃん,9.4,！ぼたもち！,-17.2,Pbotking,-37.0
4位,24,2023-12-08 16:43:00,http://tenhou.net/0/?log=2023120817gm-00a9-0000-ec8c8aa2,hiroyu,59.0,RealX,19.9,！ぼたもち！,-25.5,ssk_free,-53.4
4位,32,2023-12-08 18:39:00,http://tenhou.net/0/?log=2023120819gm-00a9-0000-b59a2248,秋月真理亞,51.0,okbokb,12.4,！ぼたもち！,-25.5,天空の技,-37.9
4位,20,2023-12-09 03:29:00,http://tenhou.net/0/?log=2023120904gm-00a9-0000-5e378d9a,鳳南のぶたさん,52.3,なっきり,14.8,！ぼたもち！,-14.8,天安門忘却,-52.3
4位,13,2023-12-09 03:51:00,http://tenhou.net/0/?log=2023120904gm-00a9-0000-16a8e7f0,牌流状態麻雀,54.0,えいきち@5mf,14.6,！ぼたもち！,-10.3,yassan,-58.3
4位,32,2023-12-09 04:08:00,http://tenhou.net/0/?log=2023120905gm-00a9-0000-df67b285,oguken,51.3,！ぼたもち！,13.0,えいきち@5mf,-23.5,ハタモトヒロ,-40.8
4位,18,2023-12-09 05:30:00,http://tenhou.net/0/?log=2023120906gm-00a9-0000-1ee9d11b,！ぼたもち！,46.4,Einstein,13.2,酒井73,-7.6,oguken,-52.0
4位,20,2023-12-09 06:13:00,http://tenhou.net/0/?log=2023120907gm-00a9-0000-0245dd2b,うけながしません,49.8,むし歯,11.7,！ぼたもち！,-21.1,okbokb,-40.4
4位,32,2023-12-09 06:48:00,http://tenhou.net/0/?log=2023120907gm-00a9-0000-61e25020,古本,45.2,！ぼたもち！,11.9,フクロウサン,-15.5,Xul,-41.6
4位,30,2023-12-09 07:37:00,http://tenhou.net/0/?log=2023120908gm-00a9-0000-08808311,鳳南のお馬さん,48.8,新子望,15.0,！ぼたもち！,-26.4,爆牌ウシジマくん,-37.4
4位,34,2023-12-09 18:54:00,http://tenhou.net/0/?log=2023120919gm-00a9-0000-9e5883ce,古本,44.6,河嶋KK,2.4,！ぼたもち！,-17.9,まとた,-29.1
4位,31,2023-12-11 23:54:00,http://tenhou.net/0/?log=2023121200gm-00a9-0000-50be1acf,ばなな太,58.6,！ぼたもち！,6.5,applePie,-22.1,かなきー,-43.0
4位,24,2023-12-12 00:26:00,http://tenhou.net/0/?log=2023121201gm-00a9-0000-4d214970,！ぼたもち！,53.9,仙境尾瀬沼花の原,21.2,ろろ14,-9.1,自分の時間帯へ,-66.0
4位,25,2023-12-12 21:33:00,http://tenhou.net/0/?log=2023121222gm-00a9-0000-3cc58bbd,ちーずけーき,52.1,！ぼたもち！,5.5,ささり,-20.7,ぐてぃ,-36.9
4位,18,2023-12-13 19:54:00,http://tenhou.net/0/?log=2023121320gm-00a9-0000-e2551a53,コキンちゃん,47.2,なっきり,9.9,！ぼたもち！,-17.3,たなか教祖,-39.8
4位,35,2023-12-13 21:35:00,http://tenhou.net/0/?log=2023121322gm-00a9-0000-aaabf97f,！ぼたもち！,52.7,ゆーや.t,3.4,sako＠最,-17.1,【黒霧】,-39.0
4位,21,2023-12-15 00:29:00,http://tenhou.net/0/?log=2023121501gm-00a9-0000-792c4b1a,Pbotking,45.7,フルゼンツくん,6.1,！ぼたもち！,-18.3,九紋龍史進,-33.5
4位,28,2023-12-15 11:01:00,http://tenhou.net/0/?log=2023121512gm-00a9-0000-483ed72f,ぐてぃ,46.5,！ぼたもち！,8.9,裏の主将,-14.0,古本,-41.4
4位,26,2023-12-15 14:53:00,http://tenhou.net/0/?log=2023121515gm-00a9-0000-292eeedf,シンプルなワキガ,47.4,裏の主将,6.4,！ぼたもち！,-18.9,y5rian,-34.9
4位,17,2023-12-15 15:30:00,http://tenhou.net/0/?log=2023121516gm-00a9-0000-b678c51b,§獅子原爽,50.5,！ぼたもち！,10.7,酒井73,-17.7,anyadra,-43.5
4位,39,2023-12-16 09:54:00,http://tenhou.net/0/?log=2023121610gm-00a9-0000-63011129,はたゆう,56.1,流れ？SOA,4.2,！ぼたもち！,-22.8,七草香澄,-37.5
4位,32,2023-12-16 18:14:00,http://tenhou.net/0/?log=2023121619gm-00a9-0000-47b2fdd4,うどんこ,62.3,星空のメモリア,7.5,！ぼたもち！,-18.1,jackt,-51.7
4位,35,2023-12-16 19:26:00,http://tenhou.net/0/?log=2023121620gm-00a9-0000-4dc9becc,！ぼたもち！,43.6,人参役者くん,5.4,Pbotking,-18.8,ほっちゃん,-30.2
4位,33,2023-12-17 01:02:00,http://tenhou.net/0/?log=2023121702gm-00a9-0000-0f96451b,！ぼたもち！,53.3,katerina,19.5,七生夕,-26.1,FUJIMAN,-46.7
4位,22,2023-12-17 15:52:00,http://tenhou.net/0/?log=2023121716gm-00a9-0000-866cdf14,Gagnant,44.0,ゆーや.t,7.5,！ぼたもち！,-13.4,馬の耳に念仏,-38.1
4位,31,2023-12-19 01:34:00,http://tenhou.net/0/?log=2023121902gm-00a9-0000-95eda571,katerina,44.6,麻雀職人,14.3,！ぼたもち！,-22.5,九紋龍史進,-36.4
4位,31,2023-12-19 02:33:00,http://tenhou.net/0/?log=2023121903gm-00a9-0000-8587c2d8,ひたぎ,60.7,！ぼたもち！,15.8,sirouuu,-22.9,applePie,-53.6
4位,34,2023-12-19 03:05:00,http://tenhou.net/0/?log=2023121904gm-00a9-0000-86d873ab,ひたぎ,52.5,！ぼたもち！,14.8,どんたゃん,-17.0,シラ.,-50.3
4位,35,2023-12-19 22:28:00,http://tenhou.net/0/?log=2023121923gm-00a9-0000-4c23288c,！ぼたもち！,54.6,猫娘大好き,12.9,アンさん,-25.5,かずお6号,-42.0
4位,20,2023-12-20 14:11:00,http://tenhou.net/0/?log=2023122015gm-00a9-0000-5148953d,ハイライト17m,60.0,アラサーだよ!!,7.1,！ぼたもち！,-15.3,まちお,-51.8
4位,30,2023-12-20 14:32:00,http://tenhou.net/0/?log=2023122015gm-00a9-0000-37797fe5,さかなとあじ,42.9,！ぼたもち！,12.5,デラコッコ,-7.9,とろろそば,-47.5
4位,25,2023-12-20 17:15:00,http://tenhou.net/0/?log=2023122018gm-00a9-0000-c4f1f88b,！ぼたもち！,47.0,Larrk,6.4,えがわりお,-15.5,麻雀職人,-37.9
4位,21,2023-12-20 18:02:00,http://tenhou.net/0/?log=2023122019gm-00a9-0000-d6dcf59a,てんほうは牌操作,49.1,makit123,7.2,！ぼたもち！,-20.8,二階堂真紅ちゃん,-35.5
4位,28,2023-12-20 18:29:00,http://tenhou.net/0/?log=2023122019gm-00a9-0000-0fded2f3,KORAI@@@,45.2,快刀,13.9,コウケンテツ,-19.7,！ぼたもち！,-39.4
4位,34,2023-12-20 19:26:00,http://tenhou.net/0/?log=2023122020gm-00a9-0000-2263d27e,しょぼんｎ,59.3,Pbotking,19.3,A石橋,-17.7,！ぼたもち！,-60.9
4位,31,2023-12-21 00:05:00,http://tenhou.net/0/?log=2023122101gm-00a9-0000-c3a5b66e,2013612,44.5,NOTA,7.7,さよならペぺペ,-15.1,！ぼたもち！,-37.1
4位,30,2023-12-21 00:38:00,http://tenhou.net/0/?log=2023122101gm-00a9-0000-85334f2a,！ぼたもち！,63.9,Halfs,13.4,vvs,-22.6,ピンサロ店員,-54.7
4位,25,2023-12-21 01:11:00,http://tenhou.net/0/?log=2023122102gm-00a9-0000-30787322,！ぼたもち！,45.7,sirouuu,11.0,vvs,-18.7,Real小白,-38.0
4位,5,2023-12-21 11:33:00,http://tenhou.net/0/?log=2023122112gm-00a9-0000-4f42703f,！ぼたもち！,53.0,黒羽織,13.0,髭鯨,-15.0,HACO,-51.0
4位,35,2023-12-21 11:38:00,http://tenhou.net/0/?log=2023122112gm-00a9-0000-19751b27,HACO,40.5,mouw,8.1,髭鯨,-17.5,！ぼたもち！,-31.1
4位,18,2023-12-21 14:08:00,http://tenhou.net/0/?log=2023122115gm-00a9-0000-66b20474,ヒカル,47.3,こーこーせい,2.5,いちろー262歳,-18.7,！ぼたもち！,-31.1
4位,27,2023-12-22 11:14:00,http://tenhou.net/0/?log=2023122212gm-00a9-0000-06afcb37,こくらカバ蔵,49.9,さかなとあじ,15.0,！ぼたもち！,-5.2,y5rian,-59.7
4位,24,2023-12-22 14:35:00,http://tenhou.net/0/?log=2023122215gm-00a9-0000-7d7c93c2,！ぼたもち！,65.3,くらら,2.8,赤五立直,-25.8,donchan3,-42.3
4位,29,2023-12-22 21:49:00,http://tenhou.net/0/?log=2023122222gm-00a9-0000-01fbc84d,椛南,49.5,満ち欠け,2.0,喜相逢,-20.7,！ぼたもち！,-30.8
4位,39,2023-12-23 00:47:00,http://tenhou.net/0/?log=2023122301gm-00a9-0000-0a18e036,！ぼたもち！,50.2,なまけ者,12.8,プレスプ,-26.1,katerina,-36.9
4位,10,2023-12-23 01:35:00,http://tenhou.net/0/?log=2023122302gm-00a9-0000-089977a9,しもんぬ,60.1,！ぼたもち！,10.5,ナカにし,-20.3,トリトリ,-50.3
4位,34,2023-12-23 01:47:00,http://tenhou.net/0/?log=2023122302gm-00a9-0000-67818216,トリトリ,59.6,！ぼたもち！,4.9,693,-22.6,lizi,-41.9
4位,28,2023-12-23 02:25:00,http://tenhou.net/0/?log=2023122303gm-00a9-0000-7fbbecfe,てんくう,48.5,xRe,16.7,チッタソー,-18.7,！ぼたもち！,-46.5
4位,35,2023-12-23 02:56:00,http://tenhou.net/0/?log=2023122303gm-00a9-0000-d8368cd4,てんくう,50.8,東方定助,7.7,！ぼたもち！,-23.6,sirouuu,-34.9
4位,32,2023-12-23 03:39:00,http://tenhou.net/0/?log=2023122304gm-00a9-0000-3c0170ac,でんつう,51.0,！ぼたもち！,5.0,プレスプ,-16.4,赤五立直,-39.6
4位,35,2023-12-23 06:05:00,http://tenhou.net/0/?log=2023122307gm-00a9-0000-c609b1fc,下級国民,42.1,！ぼたもち！,8.2,ハズレ,-19.7,sirouuu,-30.6
4位,30,2023-12-23 06:41:00,http://tenhou.net/0/?log=2023122307gm-00a9-0000-7b65b7b0,！ぼたもち！,40.1,うけながしません,5.7,ビターキャラメル,-16.9,おじさん,-28.9
4位,28,2023-12-23 07:17:00,http://tenhou.net/0/?log=2023122308gm-00a9-0000-35be6d6c,okbokb,54.7,！ぼたもち！,7.7,松屋おじさん,-19.9,Ezaki,-42.5
4位,28,2023-12-23 19:18:00,http://tenhou.net/0/?log=2023122320gm-00a9-0000-e3ba5e35,ジグソーーパズル,61.2,ダクタークリップ,7.4,！ぼたもち！,-15.8,亡霊ですふわ～り,-52.8
4位,23,2023-12-23 20:10:00,http://tenhou.net/0/?log=2023122321gm-00a9-0000-76525daf,！ぼたもち！,52.3,宇宙打牌,10.1,はるか！春を呼ぶ,-24.9,九紋龍史進,-37.5
4位,30,2023-12-24 19:09:00,http://tenhou.net/0/?log=2023122420gm-00a9-0000-ccdfed80,mymeloXX,49.8,ビターキャラメル,8.5,づか子,-16.7,！ぼたもち！,-41.6
4位,35,2023-12-26 01:00:00,http://tenhou.net/0/?log=2023122602gm-00a9-0000-a971fa3f,Halfs,49.9,ARISA73,5.4,！ぼたもち！,-15.2,人参役者くん,-40.1
4位,37,2023-12-26 03:47:00,http://tenhou.net/0/?log=2023122604gm-00a9-0000-92d7bf90,！ぼたもち！,44.5,hzc,6.0,どんたゃん,-14.3,sirouuu,-36.2
4位,25,2023-12-26 05:48:00,http://tenhou.net/0/?log=2023122606gm-00a9-0000-b9cc2eb1,天安門忘却,60.3,！ぼたもち！,8.1,東京電力,-20.4,RealX,-48.0
4位,40,2023-12-26 06:17:00,http://tenhou.net/0/?log=2023122607gm-00a9-0000-b1ef3151,RealX,46.5,雪原の求道者,10.1,下級国民,-10.9,！ぼたもち！,-45.7
4位,29,2023-12-27 03:16:00,http://tenhou.net/0/?log=2023122704gm-00a9-0000-f45ad010,プレスプ,47.8,でんつう,5.4,wengding,-15.2,！ぼたもち！,-38.0
4位,34,2024-01-09 09:10:00,http://tenhou.net/0/?log=2024010910gm-00a9-0000-18f389af,酒井73,46.2,笹野理一,13.3,陽光開朗大男孩,-21.9,！ぼたもち！,-37.6
4位,37,2024-01-09 22:01:00,http://tenhou.net/0/?log=2024010923gm-00a9-0000-e0bb2df6,湊斗かげあき,48.2,幸運の獅子,11.4,！ぼたもち！,-10.0,こず,-49.6
4位,25,2024-01-12 07:11:00,http://tenhou.net/0/?log=2024011208gm-00a9-0000-b6a5ebdc,hahyuu,45.5,【トリュフ】,7.5,メタビート,-18.3,！ぼたもち！,-34.7
4位,31,2024-01-13 10:29:00,http://tenhou.net/0/?log=2024011311gm-00a9-0000-ef1185fd,Blast7,65.1,！ぼたもち！,13.7,魔神†渋川東場†,-27.0,笹餅,-51.8
4位,34,2024-01-14 11:09:00,http://tenhou.net/0/?log=2024011412gm-00a9-0000-a7d5716a,西中島,46.5,！ぼたもち！,15.7,眼科医,-25.5,山本惣一朗,-36.7
4位,25,2024-01-15 20:01:00,http://tenhou.net/0/?log=2024011521gm-00a9-0000-32b378fe,夏の夜の夢,47.5,saichanz,11.7,トリトリ,-23.0,！ぼたもち！,-36.2
4位,26,2024-01-16 21:11:00,http://tenhou.net/0/?log=2024011622gm-00a9-0000-23929bc8,！ぼたもち！,50.8,大和田頭取,16.3,Benching,-19.7,MudFlow,-47.4
4位,25,2024-01-16 21:38:00,http://tenhou.net/0/?log=2024011622gm-00a9-0000-15eea948,牌流状態麻雀,45.8,コウケンテツ,7.1,！ぼたもち！,-14.0,ぽん2,-38.9
4位,37,2024-01-17 18:01:00,http://tenhou.net/0/?log=2024011719gm-00a9-0000-eda430b1,トリトリ,45.0,！ぼたもち！,7.0,こてる,-14.6,天安門忘却,-37.4
4位,32,2024-01-17 20:06:00,http://tenhou.net/0/?log=2024011721gm-00a9-0000-033da722,夢付き,47.6,てんほうは牌操作,5.4,！ぼたもち！,-21.0,Msuzuto,-32.0
4位,,2024-01-17 23:48:00,,オスオラ３７３,41.1,つばきくん,27.1,tsuuu,-20.9,！ぼたもち！,-47.3
4位,21,2024-01-18 20:03:00,http://tenhou.net/0/?log=2024011821gm-00a9-0000-cc87a292,人参役者くん,61.2,全集中・常中,8.5,椛南,-28.2,！ぼたもち！,-41.5
4位,29,2024-01-19 11:01:00,http://tenhou.net/0/?log=2024011912gm-00a9-0000-b8f74f39,天使奈々菜,50.4,！ぼたもち！,7.4,ハンチョウ大槻,-16.7,たかってぃー,-41.1
4位,28,2024-01-20 15:50:00,http://tenhou.net/0/?log=2024012016gm-00a9-0000-d417ae66,！ぼたもち！,48.5,てまち,4.0,Sot23,-17.0,katerina,-35.5
4位,26,2024-01-21 08:06:00,http://tenhou.net/0/?log=2024012109gm-00a9-0000-849829b1,ピンサロ店員,51.1,多摩ソージ,7.9,鳳東のみけにゃん,-17.7,！ぼたもち！,-41.3
4位,21,2024-01-22 20:08:00,http://tenhou.net/0/?log=2024012221gm-00a9-0000-876eba6f,！ぼたもち！,65.7,笹野理一,20.2,ちなつ,-32.6,Hibiki,-53.3
4位,28,2024-01-23 18:51:00,http://tenhou.net/0/?log=2024012319gm-00a9-0000-e61532e4,でんつう,67.2,うずめ改弐,8.2,俊文龍,-22.0,！ぼたもち！,-53.4
4位,24,2024-01-23 19:38:00,http://tenhou.net/0/?log=2024012320gm-00a9-0000-8886c046,katerina,65.1,滝本ひふみ！,18.4,！ぼたもち！,-32.2,漂う,-51.3
4位,26,2024-01-25 14:28:00,http://tenhou.net/0/?log=2024012515gm-00a9-0000-ea304b33,haku07,60.1,bakura08,-0.3,！ぼたもち！,-21.3,とろろそば,-38.5
4位,41,2024-01-25 21:22:00,http://tenhou.net/0/?log=2024012522gm-00a9-0000-9b1523b4,！ぼたもち！,51.5,りこりんご,4.2,黒羽織,-21.6,一蓮峻潤,-34.1
4位,23,2024-01-30 23:27:00,http://tenhou.net/0/?log=2024013100gm-00a9-0000-90d956d6,伊達朱里紗,55.4,！ぼたもち！,17.3,七生夕,-19.1,ハズレ,-53.6
4位,27,2024-02-01 19:29:00,http://tenhou.net/0/?log=2024020120gm-00a9-0000-a835302f,かめじろう,46.9,！ぼたもち！,4.8,Larrk,-15.4,アンさん,-36.3
4位,27,2024-02-04 18:23:00,http://tenhou.net/0/?log=2024020419gm-00a9-0000-f618447b,英国売却,51.8,00sai,18.2,エルゲルージ,-24.5,！ぼたもち！,-45.5
4位,26,2024-02-04 20:40:00,http://tenhou.net/0/?log=2024020421gm-00a9-0000-e8cb5a55,かなきー,74.8,黒沢義明,1.7,！ぼたもち！,-23.5,A石橋,-53.0
4位,33,2024-02-05 22:00:00,http://tenhou.net/0/?log=2024020523gm-00a9-0000-fcf62d80,harukas,50.2,紙吹雪,10.0,！ぼたもち！,-23.6,ピンサロ店員,-36.6
4位,26,2024-02-05 23:54:00,http://tenhou.net/0/?log=2024020600gm-00a9-0000-d27c03c1,！ぼたもち！,48.9,ワタシが飛んだ日,15.7,しもんぬ,-20.1,mato0603,-44.5
4位,33,2024-02-06 10:45:00,http://tenhou.net/0/?log=2024020611gm-00a9-0000-60c69185,リツミサン,67.4,植野,13.4,！ぼたもち！,-23.0,techto,-57.8
4位,25,2024-02-06 11:25:00,http://tenhou.net/0/?log=2024020612gm-00a9-0000-4ac0d3bb,南帝南浦,46.4,AcunaJr,2.9,！ぼたもち！,-18.5,多摩ソージ,-30.8
4位,20,2024-02-06 11:50:00,http://tenhou.net/0/?log=2024020612gm-00a9-0000-4f53a5ee,黒羽織,53.8,makit123,22.0,！ぼたもち！,-24.5,ミラクルメーカー,-51.3
4位,20,2024-02-06 12:43:00,http://tenhou.net/0/?log=2024020613gm-00a9-0000-4dcce7f9,！ぼたもち！,58.5,Sot23,1.9,清風北,-22.5,菜菜本cai,-37.9
4位,29,2024-02-06 13:59:00,http://tenhou.net/0/?log=2024020614gm-00a9-0000-1065c65b,真一,70.8,KONOSIRO,7.9,！ぼたもち！,-28.1,赤マル大佐,-50.6
4位,49,2024-02-06 14:29:00,http://tenhou.net/0/?log=2024020615gm-00a9-0000-6169b00d,真一,42.4,3月のショウタ,11.4,！ぼたもち！,-12.8,oguken,-41.0
4位,20,2024-02-06 19:19:00,http://tenhou.net/0/?log=2024020620gm-00a9-0000-76c38723,永遠の1年目,61.2,！ぼたもち！,23.6,GhostU0,-26.9,donchan3,-57.9
4位,20,2024-02-06 19:41:00,http://tenhou.net/0/?log=2024020620gm-00a9-0000-4d2977c1,A石橋,49.5,！ぼたもち！,12.1,なおけむ！,-10.9,tori0612,-50.7
4位,26,2024-02-06 20:40:00,http://tenhou.net/0/?log=2024020621gm-00a9-0000-9437f7de,Monascus,49.4,燐..,11.1,！ぼたもち！,-9.4,ハガタカのえじき,-51.1
4位,22,2024-02-06 21:10:00,http://tenhou.net/0/?log=2024020622gm-00a9-0000-c8829296,！ぼたもち！,44.3,Dali,8.7,layer81,-20.8,すれいか,-32.2
4位,27,2024-02-07 00:27:00,http://tenhou.net/0/?log=2024020701gm-00a9-0000-406328dd,！ぼたもち！,48.1,運で勝つ,9.4,10文字,-21.2,長大を出たけれど,-36.3
4位,26,2024-02-07 10:43:00,http://tenhou.net/0/?log=2024020711gm-00a9-0000-463504dd,神の右席,53.5,まえた,18.9,！ぼたもち！,-19.2,amiami,-53.2
4位,28,2024-02-07 12:11:00,http://tenhou.net/0/?log=2024020713gm-00a9-0000-fcb0cf0c,！ぼたもち！,42.5,黒羽織,9.0,asada12,-12.4,永遠の1年目,-39.1
4位,26,2024-02-08 18:26:00,http://tenhou.net/0/?log=2024020819gm-00a9-0000-3eeadef6,xxbbの233,43.3,小豆梓,6.9,！ぼたもち！,-16.6,RenP,-33.6
4位,14,2024-02-08 21:05:00,http://tenhou.net/0/?log=2024020822gm-00a9-0000-b6a1c936,ダフトパンツ,53.1,！ぼたもち！,18.1,Cr7,-18.6,Gen,-52.6
4位,20,2024-02-09 00:42:00,http://tenhou.net/0/?log=2024020901gm-00a9-0000-77b2d1a3,カラ松,46.8,武,10.9,湘北⑭三井寿,-22.5,！ぼたもち！,-35.2
4位,26,2024-02-09 11:01:00,http://tenhou.net/0/?log=2024020912gm-00a9-0000-00f3114e,ぐちやま,45.0,！ぼたもち！,13.7,くらら,-22.3,hekomi,-36.4
4位,38,2024-02-09 12:16:00,http://tenhou.net/0/?log=2024020913gm-00a9-0000-29e758fc,真一,59.4,守村桜弥,9.4,シルバーブレット,-16.5,！ぼたもち！,-52.3
4位,29,2024-02-09 12:58:00,http://tenhou.net/0/?log=2024020913gm-00a9-0000-c7df9100,！ぼたもち！,53.0,KONOSIRO,9.2,socchy,-21.1,皮々,-41.1
4位,34,2024-02-09 13:39:00,http://tenhou.net/0/?log=2024020914gm-00a9-0000-659d73d0,ラ・ムー,46.6,白石奈奈,6.3,！ぼたもち！,-14.1,愚兄が愚形,-38.8
